Datetime,Open,High,Low,Close,Adj Close,Volume
2023-09-07 09:30:00-04:00,17.549999237060547,17.56999969482422,17.520000457763672,17.540000915527344,17.540000915527344,90745
2023-09-07 09:31:00-04:00,17.53499984741211,17.545000076293945,17.524999618530273,17.545000076293945,17.545000076293945,18562
2023-09-07 09:32:00-04:00,17.545000076293945,17.56999969482422,17.545000076293945,17.56999969482422,17.56999969482422,37783
2023-09-07 09:33:00-04:00,17.565000534057617,17.59000015258789,17.565000534057617,17.575000762939453,17.575000762939453,9440
2023-09-07 09:34:00-04:00,17.575000762939453,17.575000762939453,17.549999237060547,17.549999237060547,17.549999237060547,11670
2023-09-07 09:35:00-04:00,17.55500030517578,17.559999465942383,17.549999237060547,17.55500030517578,17.55500030517578,3167
2023-09-07 09:36:00-04:00,17.55500030517578,17.55500030517578,17.540000915527344,17.545000076293945,17.545000076293945,6781
2023-09-07 09:37:00-04:00,17.545000076293945,17.549999237060547,17.540000915527344,17.545000076293945,17.545000076293945,6474
2023-09-07 09:38:00-04:00,17.545000076293945,17.548799514770508,17.53499984741211,17.53499984741211,17.53499984741211,10097
2023-09-07 09:39:00-04:00,17.540000915527344,17.549999237060547,17.53499984741211,17.545000076293945,17.545000076293945,6925
2023-09-07 09:40:00-04:00,17.545000076293945,17.559999465942383,17.540000915527344,17.549999237060547,17.549999237060547,20251
2023-09-07 09:41:00-04:00,17.559999465942383,17.579999923706055,17.55500030517578,17.579999923706055,17.579999923706055,433676
2023-09-07 09:42:00-04:00,17.584999084472656,17.600000381469727,17.579999923706055,17.594999313354492,17.594999313354492,8506
2023-09-07 09:43:00-04:00,17.59000015258789,17.594999313354492,17.579999923706055,17.584999084472656,17.584999084472656,121670
2023-09-07 09:44:00-04:00,17.579999923706055,17.59000015258789,17.575000762939453,17.575000762939453,17.575000762939453,10478
2023-09-07 09:45:00-04:00,17.575000762939453,17.59000015258789,17.565000534057617,17.56999969482422,17.56999969482422,61881
